id,username,is active,followers in list,weight
1405656630872662019,opentensor,1,137,3.510426605
1626325301432135684,const_reborn,1,126,3.228567534
396045469,BarrySilbert,1,116,2.972332016
1648999932,JosephJacks_,1,110,2.818590705
14975417,mogmachine,1,103,2.639225842
11392102,markjeffrey,1,99,2.536731634
1849591551699070976,YumaGroup,1,96,2.459860979
504826591,KeithSingery,1,93,2.382990323
1056304242812743680,DreadBong0,1,92,2.357366771
1177443218,Old_Samster,1,91,2.331743219
1530428929021988864,CryptoZPunisher,1,90,2.306119667
1821262078956498944,rayon_labs,1,89,2.280496116
897485079068495873,mxmsbt,1,83,2.126754804
1362626253610770432,bittingthembits,1,82,2.101131253
215615595,SiamKidd,1,80,2.049884149
1764410143217700864,MacrocosmosAI,1,78,1.998637045
2436422761,DistStateAndMe,1,78,1.998637045
959942670796951552,fish_datura,1,77,1.973013493
1786390915,here4impact,1,75,1.92176639
1841514180517728256,CrucibleLabs,1,74,1.896142838
1299523632868110338,0xPrismatic,1,74,1.896142838
1413356962058842118,kenjonmiyachi,1,73,1.870519286
1702053827325968384,taoshiio,1,72,1.844895734
8287602,jaltucher,1,72,1.844895734
1419111693112676353,getmasafi,1,71,1.819272182
1726781910389526528,macrocrux,1,69,1.768025078
412587524,MessariCrypto,1,69,1.768025078
23140469,DavFields,1,69,1.768025078
1876342133193682944,_taofi_,1,69,1.768025078
1213108802314072065,mikecontango,1,68,1.742401527
1166086993404682240,EvanMalanga,1,67,1.716777975
1178820758786756614,tseutseutao,1,66,1.691154423
3951601093,0xarrash,1,66,1.691154423
2800345565,Grayscale,1,66,1.691154423
1662165153855717376,ridges_ai,1,66,1.691154423
710127308443529216,TAOTemplar,1,65,1.665530871
