id,username,is active,followers in list,weight
1752044783579840512,zeus_decrypt,1,16,0.517028694
1485245285924282369,belizardd,1,15,0.484714401
1472846372575535107,Senti__23,1,15,0.484714401
14204685,synapz_org,1,14,0.452400107
787984877920452608,GenomesDAO,1,14,0.452400107
2392484990,degenrsc,1,14,0.452400107
93176471,leomercier,1,14,0.452400107
1041363494740877312,PrudentSammy,1,13,0.420085814
1839042402851377152,bd_himes,1,13,0.420085814
4895743563,FortKnoxCrypto,1,13,0.420085814
1528379203531440130,raintures,1,13,0.420085814
1596374617,Defi_Edward,1,12,0.387771521
1772842744622538753,TAOlie_SOL,1,12,0.387771521
1475365603825401861,checkerchain,1,11,0.355457227
929796993614000128,Vayu108,1,11,0.355457227
1372905525839601666,3DMax_Virtuals,1,11,0.355457227
851065582610808832,CipherResearchx,1,11,0.355457227
1288026353934036994,crypto_ideology,1,10,0.323142934
1266599278195048449,decodejar,1,10,0.323142934
1334140743590555656,KryptoInsider1,1,10,0.323142934
1676154506680193024,bonoliverdev,1,10,0.323142934
1682112942353907714,King_69NFT,1,9,0.29082864
1371681458998362113,BatTecking,1,9,0.29082864
1511091239701123073,CryptoHub210,1,9,0.29082864
956858681739669504,AskCryptoWealth,1,9,0.29082864
948353912859512833,AltcoinEagle,1,9,0.29082864
1821849543753048064,bittensor_memes,1,8,0.258514347
757611408,MylesMcNulty,1,8,0.258514347
1893876982666211328,DannyRose143,1,8,0.258514347
103468877,zero_chance009,1,8,0.258514347
3123374926,Smudgedann,1,8,0.258514347
1217924547619491840,Ebubechi_GMI,1,7,0.226200054
188371200,qqquint,1,7,0.226200054
1542399151811575809,0xMrMarx,1,7,0.226200054
2803216711,BlueWolfNFTs,1,7,0.226200054
1257659599810953218,CoinLiquidity,1,6,0.19388576
913274240,rick_shares,1,6,0.19388576
567839621,KeatlyKHZ,1,6,0.19388576
1532590000117886976,rosauce39,1,6,0.19388576
1889845800769036288,0000ALCI,1,6,0.19388576
1360925036576714752,kriptomete_,1,5,0.161571467
977215039458430976,CopperHQ,1,5,0.161571467
1544044068413521922,cryptosanthoshK,1,5,0.161571467
1460671846055960576,Cryptoo_Gems,1,5,0.161571467
1355277334534909952,chain_broker,1,5,0.161571467
1083147769,Robin25461631,1,5,0.161571467
1484423690045607936,heroman0x,1,5,0.161571467
555634740,Phyrex_Ni,1,5,0.161571467
1091791346581553153,BabblerBestBets,1,4,0.129257174
1422188845974630406,linity_com,1,4,0.129257174
